time,prey,predator
0.0,10.0,5.0
0.07537688442211055,10.394802478154222,4.73037390618457
0.1507537688442211,10.826018850848817,4.485816474721864
0.22613065326633164,11.294548944544886,4.264988944642707
0.3015075376884422,11.80205096403165,4.06635750599067
0.37688442211055273,12.350193233756418,3.8885490569304566
0.4522613065326633,12.940587914062778,3.7303852851956014
0.5276381909547738,13.574791001190606,3.5908826680884713
0.6030150753768844,14.254302327276067,3.4692524724802625
0.6783919597989949,14.980565560351607,3.364900754811006
0.7537688442211055,15.754968204345966,3.2774283610895623
0.829145728643216,16.57884159908416,3.2066309268936237
0.9045226130653266,17.453460920287498,3.1524988773697142
0.9798994974874371,18.380045179573575,3.1152174272331905
1.0552763819095476,19.359757224456267,3.095166580768239
1.1306532663316582,20.393703738345735,3.0929211318278793
1.2060301507537687,21.47947765022726,3.1103682566892834
1.2814070351758793,22.612004776731975,3.150420242803653
1.3567839195979898,23.796019265535787,3.2128726463612445
1.4321608040201004,25.033364923878526,3.298455420180363
1.507537688442211,26.322376773229333,3.409032026570722
1.5829145728643215,27.657881049286654,3.547599437333443
1.658291457286432,29.031195201978242,3.7182881337610567
1.7336683417085426,30.43012789546117,3.9263621066375003
1.809045226130653,31.838979008121786,4.17821885623812
1.8844221105527637,33.23853963257578,4.48138939232967
1.9597989949748742,34.606092075668144,4.844538234170315
2.0351758793969847,35.91540985847316,5.277463410509623
2.1105527638190953,37.136757716294426,5.791096459588575
2.185929648241206,38.236891598664855,6.397502429139557
2.2613065326633164,39.17905866934665,7.1098798763863655
2.336683417085427,39.91939112649371,7.941335027565276
2.4120603015075375,40.40048696085098,8.901264245339249
2.487437185929648,40.57208910069455,9.99590100220915
2.5628140703517586,40.389370030208504,11.224838292675274
2.638190954773869,39.81747522993563,12.578223680746106
2.7135678391959797,38.83952066917483,14.033246499124235
2.78894472361809,37.46048456127108,15.553746840739313
2.8643216080402008,35.69680293547187,17.09809358003998
2.9396984924623113,33.63418295281942,18.58812519362422
3.015075376884422,31.368679926502942,19.94932968946562
3.0904522613065324,28.989212964396522,21.122011654984505
3.165829145728643,26.577564969059125,22.06129225704792
3.2412060301507535,24.208382637734584,22.737109241969648
3.316582914572864,21.94917646235161,23.134216935510196
3.3919597989949746,19.860320729523778,23.252186242876817
3.467336683417085,17.9768968788603,23.108785335270923
3.5427135678391957,16.30013548575301,22.738215102379808
3.618090452261306,14.833487536627949,22.175319922610267
3.6934673366834168,13.572653635611864,21.455381631376618
3.7688442211055273,12.505528796390594,20.614128628270862
3.844221105527638,11.612202442209075,19.687735877062668
3.9195979899497484,10.864958405871334,18.712824905699385
3.994974874371859,10.228274929740495,17.72646380630604
4.0703517587939695,9.68584265430008,16.747345263080405
4.14572864321608,9.240390939483046,15.77794939724373
4.221105527638191,8.879058994103676,14.830507165893824
4.296482412060302,8.590956997163758,13.914680473587275
4.371859296482412,8.367169099049278,13.037560054266333
4.447236180904522,8.200753421530408,12.20366547125889
4.522613065326633,8.086742057761526,11.414945117278512
4.597989949748744,8.022137527030035,10.670780147083306
4.673366834170854,8.002704629375629,9.971642986210451
4.748743718592964,8.023993631461524,9.318455903279041
4.824120603015075,8.083884720885626,8.709855496983518
4.899497487437186,8.180612562437604,8.144347899012416
4.974874371859296,8.312766298098905,7.620308774048331
5.050251256281406,8.479289547042749,7.135983319767929
5.125628140703517,8.679480405634129,6.689486266841948
5.201005025125628,8.91299144742981,6.278801878935211
5.276381909547738,9.17982972317833,5.901783952706617
5.351758793969848,9.480140718838255,5.556430832102548
5.427135678391959,9.814055869464134,5.24133905029308
5.50251256281407,10.182752547178419,4.954345391512895
5.57788944723618,10.587501695702642,4.693411590571992
5.6532663316582905,11.029591563921176,4.456708475654965
5.7286432160804015,11.510327705881231,4.24261596832101
5.8040201005025125,12.031032980792832,4.049723083503934
5.879396984924623,12.593047553028835,3.8768279295121433
5.954773869346733,13.197728892124948,3.7229377080286445
