time,prey,predator
0.0,10.0,5.0
0.06265664160401002,10.359904253649882,4.803479529990645
0.12531328320802004,10.737234714954758,4.617244979360226
0.18796992481203006,11.140030366187693,4.445296804307072
0.2506265664160401,11.568830238744546,4.287641150767651
0.3132832080200501,12.025202579013957,4.143401685725063
0.37593984962406013,12.509431079591868,4.012423957774694
0.43859649122807015,13.022901039461045,3.8941554464081523
0.5012531328320802,13.566404164791079,3.7882803830435177
0.5639097744360901,14.140195649840544,3.694782780764181
0.6265664160401002,14.745446854314203,3.6134406490479862
0.6892230576441103,15.383362437165573,3.54390548928362
0.7518796992481203,16.055129828312456,3.4858356734660965
0.8145363408521302,16.76126699059603,3.439473017064208
0.8771929824561403,17.502203410729262,3.4051364428779185
0.9398496240601504,18.278646159148334,3.382902958283133
1.0025062656641603,19.091150203638378,3.372946978382148
1.0651629072681703,19.939213400026585,3.376119901036231
1.1278195488721803,20.822749728047906,3.3930066351042103
1.1904761904761905,21.741816148710495,3.4241005231201775
1.2531328320802004,22.695479430381734,3.470368488994229
1.3157894736842104,23.681166477638346,3.5335617575072877
1.3784461152882206,24.697520627207226,3.6148497680504796
1.4411027568922306,25.743171073585334,3.7154035210909533
1.5037593984962405,26.813874064775828,3.8374766804448743
1.5664160401002505,27.90423355657865,3.983779508032057
1.6290726817042605,29.00886246293435,4.157056699977525
1.6917293233082706,30.121410550935266,4.360453478552384
1.7543859649122806,31.232781167035782,4.597801827620858
1.8170426065162906,32.33108968822929,4.873627161692457
1.8796992481203008,33.40418727113495,5.192743235883541
1.9423558897243107,34.43844974908827,5.560446541519743
2.0050125313283207,35.417464497007224,5.982566209909091
2.0676691729323307,36.32021976110826,6.465532674388178
2.1303258145363406,37.12523488773036,7.016221048785517
2.1929824561403506,37.80902180775379,7.642009469146594
2.2556390977443606,38.34653505144771,8.34997992934974
2.318295739348371,38.713458468522084,9.143458332610589
2.380952380952381,38.883163168028574,10.026617316062355
2.443609022556391,38.82743048131161,11.003429986509603
