time,prey,predator
0.0,10.0,5.0
0.06265664160401002,10.29389940223269,4.737796421584714
0.12531328320802004,10.609859571844984,4.497659614790422
0.18796992481203006,10.94804028752903,4.2784031794818995
0.2506265664160401,11.308930015850192,4.078662306904782
0.3132832080200501,11.693082336037893,3.8971196227940244
0.37593984962406013,12.101041851404968,3.7325858207800886
0.43859649122807015,12.533344189347671,3.583999662388941
0.5012531328320802,12.990516001345666,3.450427977042054
0.5639097744360901,13.473074962962034,3.331065662056404
0.6265664160401002,13.981529773843265,3.2252356826444757
0.6892230576441103,14.516380157719269,3.132389071914257
0.7518796992481203,15.078116862403364,3.0521049308692434
0.8145363408521302,15.667221659792286,2.9840904284084337
0.8771929824561403,16.28416734586618,2.9281808013263344
0.9398496240601504,16.929417740688613,2.884339354312956
1.0025062656641603,17.603427688406562,2.8526574599538153
1.0651629072681703,18.306643057250408,2.833354558729935
1.1278195488721803,19.039371381912304,2.826841182231201
1.1904761904761905,19.798283123077535,2.835312156075935
1.2531328320802004,20.583902751353257,2.85888461046915
1.3157894736842104,21.39826741513763,2.896970950943602
1.3784461152882206,22.242310952263743,2.9496017129867855
1.4411027568922306,23.115863889999606,3.017425562040935
1.5037593984962405,24.017653445048172,3.1017092935030264
1.5664160401002505,24.94530352354732,3.204337832724774
1.6290726817042605,25.89533472106986,3.3278142350126334
1.6917293233082706,26.863164322623536,3.475259685627801
1.7543859649122806,27.84310630265101,3.65041349978621
1.8170426065162906,28.82837132502989,3.8576331226585374
1.8796992481203008,29.811066743072708,4.1018941293702
1.9423558897243107,30.782196599526927,4.388790225001349
2.0050125313283207,31.73166162657494,4.724533244586884
2.0676691729323307,32.64825924583407,5.11595315311644
2.1303258145363406,33.51968356835658,5.570498045534391
2.1929824561403506,34.33252539462965,6.096234146739856
2.2556390977443606,35.07023657779598,6.701904402570419
2.318295739348371,35.70686083889998,7.398363521211847
2.380952380952381,36.21742232023777,8.196629135748264
2.443609022556391,36.577122304930455,9.10542446467526
2.506265664160401,36.761041465144544,10.131116054231274
2.568922305764411,36.74420910544784,11.277676098984639
2.631578947368421,36.504740164483536,12.544282241505275
2.6942355889724308,36.02437750847567,13.923142716552483
2.756892230576441,35.29398889077066,15.397337321740567
2.819548872180451,34.3157287684713,16.939903787925736
2.882205513784461,33.103038302436715,18.513837779206163
2.944862155388471,31.681737395927737,20.06989910114818
3.007518796992481,30.093249595842998,21.549711884961678
3.070175438596491,28.38177583854622,22.907618416689182
3.132832080200501,26.59046752673877,24.104447757870332
3.195488721804511,24.761519453904327,25.106850976368353
3.258145363408521,22.936169804308847,25.88730114637
3.3208020050125313,21.154700153000597,26.42409334838561
3.3834586466165413,19.456435465810173,26.701344669249075
3.4461152882205512,17.879744099350425,26.708994202117836
3.508771929824561,16.462037801016535,26.4428030464729
3.571428571428571,15.213232753632134,25.933685835083757
3.634085213032581,14.100461067925544,25.25400744569021
3.696741854636591,13.118619406776617,24.43654132771113
3.7593984962406015,12.261638248765477,23.51138804807219
3.8220551378446115,11.521770719512062,22.506817108483624
3.8847117794486214,10.889592591676102,21.44926694544016
3.9473684210526314,10.354002284957135,20.363344930221082
4.010025062656641,9.902220866094511,19.271827368890193
4.072681704260652,9.519792048867377,18.19565950229582
4.135338345864661,9.191055621462512,17.153517999776284
4.197994987468672,8.915854908939297,16.146608818808204
4.260651629072681,8.693307621887458,15.175303055174028
4.323308270676692,8.517376600371577,14.244345152380614
4.385964912280701,8.3827688572819,13.357458562620725
